#gene	sample1	sample2	sample3	sample7	sample8	sample9
OR2M7	6436	6718	3229	5265	3457	3207
OR14C36	848	1068	1111	568	940	808
OR2T4	390	263	394	225	271	317
OR2T6	530	389	934	1043	624	603
OR2T1	111	114	131	73	88	108
OR2T2	2199	4370	1968	1664	1339	3688
OR2T3	2219	2750	1089	2855	1549	2316
OR2T5	1851	1088	2034	995	867	1388
OR2G6	3079	4383	4614	3001	844	2942
OR2T29	7455	2979	2228	2621	1606	6266
OR2T34	10329	7409	23217	4533	18915	2376
OR2T10	71	207	84	50	61	102
OR2T35	1884	1683	1553	1247	3298	2841
OR2T27	546	786	678	743	461	424
OR14I1	2461	3048	3005	1090	1362	1433
LYPD8	9445	18237	19470	18365	13358	14665
SH3BP5L	758	770	1668	574	536	953
ZNF672	1967	1269	1524	2148	1889	1904
ZNF692	4362	7228	4028	2426	5768	4578
PGBD2	1948	1551	4234	2258	1979	851
FAM110C	789	2513	307	1803	3167	3821
SH3YL1	4115	4176	4036	3348	3074	3055
ACP1	266	177	317	165	89	84
FAM150B	2717	4694	7715	1848	3737	5498
TMEM18	910	1274	1289	911	1241	1146
AC092159.1	3041	3324	3554	2313	5380	3262
SNTG2	819	1062	451	461	791	569
TPO	13826	4659	9328	9112	5821	10573
PXDN	1574	860	1112	723	519	897
MYT1L	1291	1301	1094	1133	1754	1216
TSSC1	355	450	287	369	751	553
TRAPPC12	734	554	604	603	526	676
ADI1	8505	24799	9126	6195	8319	8788
RP13-512J5.1	1205	2222	1766	1729	2637	2057
RNASEH1	1399	2987	2292	1358	644	1345
RPS7	769	1023	316	489	1441	878
COLEC11	7007	4439	10772	3169	6501	3954
ALLC	3328	7180	14022	8997	7094	6178
DCDC2C	189	239	297	88	146	135
SOX11	3785	4027	2195	2577	2052	3684
CMPK2	3767	2399	4860	2622	3653	2513
RSAD2	16530	13013	14771	5581	14871	11799
RNF144A	2775	3196	4298	3381	2121	2008
ID2	2433	3685	6476	1959	3213	4090
KIDINS220	2355	2104	4211	2755	1700	2039
MBOAT2	1441	672	836	298	493	825
ASAP2	1425	2399	583	2590	1491	1734
ITGB1BP1	3951	4451	1836	4937	2873	4065
CPSF3	5070	3194	2345	2528	1944	2343
IAH1	8091	10873	9392	9023	4694	4598
ADAM17	2620	3286	3582	2186	3589	2255
YWHAQ	112	169	104	95	144	164
TAF1B	4540	9291	11499	8089	5677	3304
GRHL1	3179	4333	2427	2019	2550	2015
KLF11	924	1192	969	847	1013	1960
CYS1	928	2099	1682	3317	1671	2280
RRM2	3072	1961	2612	1574	2440	2003
HPCAL1	7042	3905	9565	9716	7801	9447
ODC1	1363	1775	1155	472	381	237
NOL10	554	390	337	404	666	332
ATP6V1C2	3300	5071	2252	2533	1312	3824
PDIA6	4843	7547	3243	3444	5696	3826
KCNF1	4633	2486	2866	1770	2405	816
C2orf50	526	961	1327	685	683	400
PQLC3	3478	2534	5546	2503	1346	1506
ROCK2	3307	7428	7579	5060	10197	4376
E2F6	1469	5692	1182	2281	3488	1509
GREB1	1643	4396	1829	2038	1406	2599
NTSR2	1436	2558	669	1491	1019	871
LPIN1	7979	9771	13331	10424	8485	4777
TRIB2	140	105	193	148	175	174
FAM84A	11619	21004	6881	8431	7409	5725
NBAS	4704	4717	6897	3014	3835	3675
DDX1	26	49	71	45	57	35
MYCN	529	372	448	684	175	498
FAM49A	1968	1444	5314	1007	3353	2222
RAD51AP2	1550	3783	5194	2215	1969	2661
VSNL1	6435	3562	3680	3802	4340	2124
SMC6	989	332	755	638	579	661
GEN1	3291	3591	3695	6530	3165	2292
MSGN1	7245	10146	7332	9522	8204	6802
KCNS3	2095	3126	3144	1353	3212	1891
RDH14	4392	2061	2477	4820	2682	3183
NT5C1B-RDH14	1883	4554	4298	3011	2866	1729
NT5C1B	245	258	377	151	147	190
OSR1	883	334	699	810	541	275
TTC32	833	1815	2544	1589	1479	4725
WDR35	3496	2546	1722	1393	2172	1127
MATN3	5679	3907	2021	2163	1129	2618
LAPTM4A	228	316	500	208	170	191
SDC1	79	82	54	59	109	57
PUM2	9162	6787	15256	7103	10754	9054
RHOB	2755	3819	1416	2528	1822	1822
HS1BP3	3858	8983	4328	4312	3813	6951
GDF7	293	789	871	843	589	352
LDAH	1563	3192	5082	2955	2335	2290
APOB	1054	402	623	723	1115	1257
TDRD15	502	306	241	674	384	659
KLHL29	4821	6276	6863	2421	3191	3207
ATAD2B	744	1056	899	928	973	1247
UBXN2A	455	1003	717	831	279	329
MFSD2B	2416	5101	1479	1221	3015	2498
WDCP	6539	2999	6322	3115	3239	6723
FKBP1B	2472	1014	530	949	868	733
SF3B6	20	2	16	16	13	8
FAM228B	3078	4327	7382	6885	6955	3034
TP53I3	901	1641	1858	951	1450	470
PFN4	182	168	97	132	100	118
RP11-507M3.1	16845	5555	13544	7240	12884	6979
FAM228A	1507	2432	2998	2719	1182	1073
ITSN2	1746	907	2180	2292	1976	2542
NCOA1	501	617	1343	1763	752	534
PTRHD1	2452	4650	832	2162	1244	1481
CENPO	1028	647	1155	819	1131	817
ADCY3	736	1810	1578	1775	1250	712
DNAJC27	9377	5431	8503	3496	5273	5117
EFR3B	3860	3327	4861	2993	1165	2291
POMC	706	1579	1286	1256	435	584
DNMT3A	14247	4750	6394	7465	7467	7559
DTNB	1567	1335	581	1632	1951	1365
ASXL2	531	627	722	587	961	934
KIF3C	1804	2057	1710	1905	782	730
RAB10	2931	1549	886	2389	3401	1931
GAREM2	231	166	174	172	173	163
HADHA	6082	8750	5681	4852	10961	11727
HADHB	2809	2293	4201	1976	1420	1466
ADGRF3	2182	2448	1590	789	849	1324
EPT1	8439	5918	9791	7053	5195	8128
DRC1	20098	28425	11764	14458	11788	23902
OTOF	4318	2589	3317	2160	1636	607
C2orf70	23083	12435	19620	14026	13360	14930
CIB4	912	1251	2016	1014	662	1204
KCNK3	336	666	455	212	249	469
SLC35F6	11297	9658	8079	8165	6869	4780
CENPA	314	506	641	692	678	651
DPYSL5	855	705	784	599	801	623
MAPRE3	2824	2962	6011	2291	2893	3053
TMEM214	1008	2570	1420	880	1721	2152
AGBL5	3885	4197	2633	2449	2984	2713
OST4	1330	1747	2655	1889	2710	5283
EMILIN1	83	140	216	130	75	79
KHK	1355	4121	3079	4807	1412	1603
CGREF1	2499	1240	813	1107	2495	1898
ABHD1	2497	1839	3821	2393	2367	2260
PREB	768	727	706	773	283	294
PRR30	647	572	825	636	730	422
TCF23	9775	8776	8668	5889	12919	5997
SLC5A6	5126	5330	8048	2429	12307	5446
ATRAID	9540	7145	8236	3126	7692	9088
CAD	1055	653	634	433	1457	1136
SLC30A3	8671	5733	9107	2968	4142	3728
DNAJC5G	526	750	354	294	647	228
TRIM54	1280	1431	1775	972	1924	662
UCN	505	955	1556	739	683	954
MPV17	1032	1169	948	1684	956	822
GTF3C2	4309	8973	5234	5584	4167	3537
EIF2B4	1587	1528	2872	139	1556	721
SNX17	267	415	1002	370	557	190
ZNF513	623	435	609	374	829	306
PPM1G	1705	1500	4397	3397	3290	2122
NRBP1	945	900	1389	1587	420	439
KRTCAP3	863	569	584	846	750	1226
IFT172	5806	5723	6444	4393	7169	6722
FNDC4	1735	4825	2455	3297	3121	5103
GCKR	1125	4995	1356	867	3147	2005
AC109829.1	3221	3129	3894	3704	2585	3402
AC109829.2	982	741	672	1060	1440	913
C2orf16	1200	2196	759	1440	2170	943
ZNF512	5080	5203	2834	5125	4513	2691
CCDC121	3392	5096	1982	2655	2446	3130
GPN1	1217	2927	4458	2270	1222	1749
SUPT7L	2257	1794	1449	1147	962	2173
SLC4A1AP	4067	5514	3462	3046	3117	5270
MRPL33	6658	9715	9495	9097	5933	7985
RBKS	7096	4403	4184	9017	5301	3512
BRE	15641	10251	6620	5169	6952	5058
FOSL2	1305	917	1039	1185	470	1463
PLB1	2692	3372	6973	4631	3518	4149
PPP1CB	4544	3269	5567	2495	2239	1866
SPDYA	153	29	87	79	83	47
TRMT61B	2353	1168	1291	1390	2124	980
WDR43	1526	1992	637	806	1206	1150
FAM179A	1296	2338	1801	1619	1146	1642
C2orf71	666	182	484	140	255	328
CLIP4	288	477	295	523	215	241
ALK	607	1922	1852	2189	567	686
YPEL5	1010	335	750	818	903	674
LBH	2103	4581	3113	1279	1048	2837
LCLAT1	18279	6575	7797	6461	4892	7046
CAPN13	1595	2231	1565	1713	1426	784
GALNT14	3160	3181	1336	1669	1569	1584
CAPN14	334	243	346	127	179	128
EHD3	1631	1689	1648	366	759	1753
XDH	2126	1027	2936	1358	1039	3031
SRD5A2	618	361	581	504	341	390
MEMO1	9126	4845	7507	12861	6956	10790
DPY30	954	1327	2190	709	710	790
SPAST	65	53	47	64	43	38
SLC30A6	1902	1850	2212	1783	1816	2087
NLRC4	3226	3994	3551	4184	1823	3233
YIPF4	2895	5135	3121	1948	2650	4280
BIRC6	12120	16301	31179	7936	12667	9213
TTC27	8276	1835	6352	3821	2709	3910
LTBP1	4002	2067	3344	3185	2710	1171
RASGRP3	165	68	121	97	82	119
FAM98A	1674	2297	5579	1183	1282	1255
CRIM1	605	1049	1333	351	371	724
FEZ2	1522	706	1091	876	1662	844
VIT	30	35	26	37	32	40
STRN	1191	1659	2628	1237	1414	1306
HEATR5B	1929	2415	753	857	1594	1361
GPATCH11	12165	11952	18180	4906	9133	12470
EIF2AK2	1331	1031	672	1174	1077	832
SULT6B1	6918	3715	3493	2548	5480	3288
CEBPZOS	2262	806	2872	698	1205	1757
CEBPZ	194	175	108	139	159	75
NDUFAF7	7273	8955	5643	8573	8384	7673
PRKD3	6042	6432	5879	2411	1902	7624
QPCT	2808	5673	4166	3301	1666	3474
CDC42EP3	4980	4503	3576	1662	948	3031
RMDN2	5082	4257	2897	1585	2592	1376
CYP1B1	3545	3553	2664	4016	3637	4261
ATL2	89	152	315	88	319	106
HNRNPLL	4472	3136	4393	2645	2303	3666
GALM	369	513	280	925	828	307
SRSF7	385	1087	1050	860	1430	899
GEMIN6	2064	2642	3882	3070	2200	1691
DHX57	955	948	1055	428	512	574
MORN2	175	175	199	213	130	137
ARHGEF33	8006	4056	3318	8502	3132	1732
SOS1	1685	2268	4244	2083	1252	1741
CDKL4	2250	1980	2430	1789	898	2955
MAP4K3	1856	476	1617	1960	1604	958
TMEM178A	3136	3211	3591	1070	2894	2410
THUMPD2	74	120	112	256	134	99
SLC8A1	1170	551	958	448	673	742
C2orf91	1043	396	2075	447	1043	467
PKDCC	47	63	93	30	68	43
EML4	4181	3246	1261	2376	3126	4749
COX7A2L	1278	1061	1145	1325	849	998
KCNG3	1011	668	1210	1843	695	1372
MTA3	1163	1560	761	948	1556	1206
OXER1	1761	673	1280	805	1408	1793
HAAO	788	3823	2938	2464	2306	2094
ZFP36L2	473	280	1693	404	847	1162
THADA	1138	1594	757	337	417	236
PLEKHH2	7586	12654	5092	4882	8221	4838
C1GALT1C1L	955	728	559	406	389	503
DYNC2LI1	98	52	82	108	57	83
ABCG5	4219	5412	3697	3790	3447	6504
ABCG8	1535	2861	1194	1430	2195	1169
LRPPRC	5692	3323	2027	2748	1630	2343
PPM1B	3046	2910	3575	2650	1604	1953
SLC3A1	8208	10762	8809	12999	4519	4681
PREPL	1072	1428	773	1011	497	581
CAMKMT	3836	2876	7363	2789	3178	4478
SIX3	1712	433	1169	858	1203	761
SIX2	501	510	781	548	647	901
SRBD1	6998	3622	6257	1616	4722	2142
PRKCE	1017	903	782	859	894	305
EPAS1	118	124	205	83	97	147
TMEM247	971	557	964	1249	1377	701
ATP6V1E2	2636	2692	3794	9219	4323	6902
RHOQ	2666	2002	2207	2645	1419	4518
PIGF	5262	5402	8230	2213	1189	3353
CRIPT	2917	1116	1966	1995	713	1601
SOCS5	953	308	767	587	238	260
MCFD2	1416	3325	1525	1062	1120	1175
TTC7A	9965	12036	10461	2482	5929	6320
C2orf61	1681	1844	2822	1503	899	736
RP11-761B3.1	8050	12789	9731	9825	6735	7762
CALM2	703	737	1053	730	528	470
EPCAM	1340	2456	1273	1671	1889	1502
MSH2	1267	942	1214	624	1677	1570
KCNK12	712	955	1190	1672	719	1647
MSH6	1951	1248	1143	1578	965	682
FBXO11	563	854	1003	868	293	224
FOXN2	402	1353	628	626	401	404
PPP1R21	1617	1254	1093	1074	733	758
STON1	624	403	495	819	571	1326
STON1-GTF2A1L	3097	2306	3280	1723	3331	2083
GTF2A1L	1599	2656	3261	1893	2018	3796
RP11-310N16.1	695	961	1244	476	680	719
LHCGR	5890	1919	12143	1222	5845	3454
FSHR	14844	1831	12643	4745	7457	12030
NRXN1	2183	2901	3277	2516	1047	1067
ASB3	6546	8561	9522	5353	9614	5738
GPR75-ASB3	3460	5196	6920	1706	5425	8934
CHAC2	71	78	239	100	57	179
ERLEC1	6248	6077	4938	3429	8765	4472
GPR75	1230	2817	2690	2649	1452	2746
PSME4	74	44	96	36	49	49
ACYP2	2480	1918	3222	4090	2916	1255
TSPYL6	1775	932	2604	2378	2453	1645
C2orf73	731	868	847	551	573	583
SPTBN1	2021	3431	4491	4155	2998	3649
EML6	3194	9944	3704	2483	3225	6435
RTN4	4884	3909	4524	898	2241	2944
CLHC1	3545	2974	1944	2603	1394	995
RPS27A	991	1328	1325	1104	1283	1157
MTIF2	16414	22684	13789	13826	11141	18993
CCDC88A	4303	1218	3193	3002	1742	919
CFAP36	1779	4314	4054	1068	1913	1546
PPP4R3B	240	629	477	344	422	283
PNPT1	856	626	634	768	675	695
EFEMP1	854	2446	1101	810	718	525
CCDC85A	3156	2688	2816	4568	2195	2910
VRK2	2329	1236	1006	653	2338	659
FANCL	7191	7178	17020	13768	7034	9308
BCL11A	12095	6913	8593	4787	5418	4174
PAPOLG	3350	2741	2438	2103	2140	1376
REL	5670	5811	5915	3384	6221	9621
PUS10	1556	1532	1625	1045	1428	1046
PEX13	3821	5578	6034	2578	2592	2356
KIAA1841	340	1046	742	401	357	426
C2orf74	1092	956	2609	985	1449	2045
AHSA2	457	182	427	251	649	904
USP34	359	422	395	464	227	235
XPO1	60	129	94	52	55	53
FAM161A	1185	1155	1777	723	904	902
CCT4	83	326	368	97	147	241
COMMD1	8126	13269	5467	6544	9340	5736
AC107081.1	1834	558	2432	967	1826	1068
B3GNT2	2593	4667	1484	3845	2265	2282
TMEM17	1465	1418	2489	1230	2124	1115
EHBP1	839	2068	2816	1071	982	2527
OTX1	2535	1887	2846	2179	2954	1214
WDPCP	2384	4111	6277	4647	6587	2156
MDH1	725	1343	1242	1190	1518	1735
AC016734.1	1163	1052	784	473	957	832
UGP2	782	514	605	727	291	621
VPS54	1772	1485	1556	1497	2118	2035
PELI1	2510	1723	2350	1096	2030	2440
LGALSL	200	345	304	408	252	297
AFTPH	1586	1709	1593	1829	1258	1239
AC008074.1	5481	2966	2947	5028	5698	5373
SERTAD2	2149	5201	3685	3509	1636	1913
SLC1A4	578	342	387	503	515	182
CEP68	5270	6001	20206	3611	6256	3261
RAB1A	43	80	115	41	40	95
ACTR2	202	142	73	101	146	116
SPRED2	14538	10731	5893	8858	7573	7187
MEIS1	1348	882	927	698	707	624
ETAA1	5222	7329	9735	13980	15050	10616
C1D	923	1059	1275	951	760	1294
WDR92	146	254	294	101	116	176
RP11-474G23.1	1837	2357	2498	1806	2232	1992
PNO1	5208	9687	14186	6606	7775	2663
PPP3R1	615	1494	548	1412	1069	1255
CNRIP1	746	303	393	229	178	374
PLEK	1210	1280	5653	2366	1233	2709
FBXO48	1658	3042	2107	3195	1249	3030
APLF	176	426	176	219	161	333
PROKR1	6902	5206	5058	5299	3450	4273
ARHGAP25	1107	750	1044	859	753	1214
BMP10	8373	3125	5424	4630	6239	4553
GKN2	1891	4635	2453	3043	1302	4388
GKN1	2750	3118	1645	1794	2872	981
ANTXR1	6	6	6	1	4	3
GFPT1	2037	1266	956	939	688	478
NFU1	2142	2996	5006	1752	2320	3418
AAK1	4964	3992	10022	3159	4552	924
ANXA4	873	3940	3584	1711	2265	1994
GMCL1	8861	3890	6726	7649	7552	4801
SNRNP27	11515	9095	7208	4226	6202	18682
MXD1	220	337	212	202	288	263
AC019206.1	21	32	23	16	13	23
ASPRV1	3576	5914	4024	1919	1223	2242
PCBP1	3	10	9	4	12	6
C2orf42	6712	12216	12704	7035	5406	9202
TIA1	515	620	380	234	188	411
PCYOX1	1908	2616	2333	2252	2213	750
SNRPG	5343	7657	4221	2682	2135	5356
FAM136A	1574	1587	1248	797	1469	1209
TGFA	2010	918	3549	3624	2136	2304
ADD2	722	1514	750	1434	1185	360
FIGLA	7193	7281	9315	9278	7835	6255
CLEC4F	4063	2746	2668	2446	4278	5998
CD207	706	213	507	437	154	368
VAX2	7287	4326	8918	3223	8873	2672
ATP6V1B1	2724	13454	3731	7037	4311	4978
AC007040.11	3743	3074	1261	876	3830	1103
ANKRD53	2205	3600	5021	1942	1885	864
TEX261	1809	2033	1665	1264	2799	3831
NAGK	842	359	259	361	260	472
MCEE	137	98	281	111	180	165
MPHOSPH10	11105	6789	8618	4164	6399	6563
PAIP2B	3071	1187	3006	1539	2068	2237
ZNF638	2296	658	728	1470	1755	3073
DYSF	890	2268	668	1625	2384	1629
CYP26B1	1576	701	1741	1003	1062	953
EXOC6B	1715	2181	1364	1786	2042	1776
SPR	93	150	73	24	85	51
EMX1	309	448	472	576	264	554
SFXN5	391	460	296	385	147	588
RAB11FIP5	835	2298	1384	948	2158	2198
NOTO	1083	244	1028	871	1026	772
SMYD5	10225	2067	2390	1719	3444	5007
PRADC1	4578	2972	3757	6736	2339	3195
CCT7	2500	2591	2375	2715	1849	2999
FBXO41	1098	1263	1253	397	508	1521
EGR4	513	582	474	724	877	711
ALMS1	1688	4177	1957	2824	1122	2259
NAT8	2211	1311	2303	3785	3558	2085
TPRKB	2701	422	803	297	1021	780
DUSP11	6446	6092	2362	3676	2535	3157
C2orf78	188	169	229	166	82	181
STAMBP	1187	931	1047	542	461	775
ACTG2	618	2370	3722	997	2771	1328
DGUOK	306	933	654	506	219	515
TET3	329	895	635	640	258	360
BOLA3	6984	2212	2426	1953	5329	3287
MOB1A	952	1229	782	1550	591	987
MTHFD2	1537	4223	2751	2747	4410	5958
RP11-287D1.3	490	1166	640	882	559	465
SLC4A5	2321	1543	617	2699	1308	1911
DCTN1	6823	3649	4512	5859	3723	8629
C2orf81	887	654	776	281	605	520
WDR54	226	225	278	233	445	292
RTKN	5704	3645	5660	8949	5153	4071
INO80B	292	301	293	197	529	281
INO80B-WBP1	5905	3754	2968	5429	6379	7426
WBP1	2929	2358	2195	998	771	2319
MOGS	6262	3468	3154	1930	1293	1334
MRPL53	169	292	219	100	145	98
CCDC142	2152	2009	779	1320	718	1433
TTC31	188	201	171	151	193	121
LBX2	3018	3022	7163	3188	2224	2212
PCGF1	200	526	141	270	185	103
TLX2	13006	7288	7478	4561	5227	6908
DQX1	1385	618	886	1584	1008	851
AUP1	109	132	119	82	88	82
HTRA2	639	510	1102	1538	1840	820
LOXL3	16250	14512	8605	6329	6216	7429
DOK1	2748	2771	947	1139	2283	1632
M1AP	2771	1374	985	2916	1411	2502
SEMA4F	2788	1560	2642	973	3457	2590
HK2	1098	939	1202	482	269	1409
POLE4	409	1400	1504	1781	1779	3758
TACR1	6587	8731	10181	11253	9983	4562
EVA1A	111	596	453	303	200	321
MRPL19	2344	4101	3050	712	1555	2699
GCFC2	723	955	969	681	319	389
LRRTM4	5418	1333	2725	1149	1474	3199
REG3G	1126	980	3608	4024	5600	2516
REG1B	1628	1517	2443	871	1456	1283
REG1A	900	1496	396	230	376	886
REG3A	1729	3122	3293	2947	3789	3159
CTNNA2	3222	1678	2476	2915	2934	1656
LRRTM1	20032	5813	5208	4754	9861	10425
SUCLG1	4011	6234	2068	2042	5254	3339
DNAH6	11312	6433	3791	7314	9615	8601
TRABD2A	2743	2496	1819	2186	3164	788
AC022210.1	3854	1039	2191	2670	1291	1060
TMSB10	676	740	624	158	299	327
KCMF1	9032	3173	5026	3109	1897	1459
TCF7L1	419	492	270	145	331	163
TGOLN2	4317	2555	2733	1354	3810	1407
RETSAT	608	457	1225	822	361	1604
ELMOD3	70	82	77	100	164	84
CAPG	2432	2374	7406	5050	2353	5076
SH2D6	1197	3504	1469	2033	3961	3254
MAT2A	3752	2125	4023	2049	2003	3615
GGCX	176	361	261	128	228	155
VAMP8	224	177	366	376	379	120
AC016753.1	2169	801	1177	2768	1623	2522
VAMP5	292	231	223	229	348	225
RNF181	3301	10098	6758	7020	5642	2911
TMEM150A	739	897	579	367	418	469
USP39	3237	860	616	1917	1429	1036
C2orf68	4667	3663	2101	2267	3606	6107
SFTPB	823	520	493	511	504	964
GNLY	6428	1079	2849	3992	1436	2010
ATOH8	5176	7541	4271	2280	5061	2957
ST3GAL5	2819	3161	5479	2217	1518	3815
POLR1A	2559	1268	1889	1889	1732	897
PTCD3	1063	309	309	395	498	320
IMMT	4798	1582	2768	1565	2037	1303
MRPL35	350	580	836	763	1105	792
REEP1	3141	4189	3259	4350	2425	2661
KDM3A	3588	2548	6062	1225	1025	1586
CHMP3	2779	5248	5403	6678	2644	2846
RNF103-CHMP3	10097	12650	11709	8014	9032	11737
RNF103	7278	5747	6935	5506	5094	5544
RMND5A	2	12	9	3	1	2
CD8A	2815	6601	5421	4416	3726	3916
CD8B	372	345	411	73	557	490
RGPD1	14912	10522	21217	10885	15119	16406
PLGLB1	625	1356	1046	304	697	516
PLGLB2	5955	7876	5478	8738	4078	4419
RGPD2	2028	4058	3911	1510	2775	3147
KRCC1	15790	27903	24595	12224	21676	18790
SMYD1	1773	4429	3424	2820	2423	2917
FABP1	82	48	58	66	53	36
THNSL2	6071	9282	6746	7901	8684	3558
FOXI3	7516	8889	5693	3850	2211	6719
TEX37	8502	4438	4419	7124	3469	3869
EIF2AK3	1997	1143	1491	1372	765	2009
RPIA	2906	1873	1536	2914	1467	2670
RP11-407P15.2	1446	1954	2185	646	1589	561
TEKT4	2583	1724	2167	1320	973	3914
MAL	553	1089	874	1401	801	874
MRPS5	10040	17328	5601	9025	23157	9274
ZNF514	2063	2080	2618	1591	1908	1971
ZNF2	782	2630	2100	1697	1999	794
AC092835.2	823	1829	1644	1364	1775	1598
PROM2	391	621	417	285	407	386
KCNIP3	5397	2684	5039	2515	3099	2563
FAHD2A	2714	2310	3651	2765	2990	3699
TRIM43	38	58	18	11	21	32
ANKRD36C	4874	7669	6992	2862	2946	2936
GPAT2	6540	13945	6703	5445	8342	3587
ADRA2B	6	16	16	22	8	21
ASTL	3720	6301	3739	2541	1847	3317
DUSP2	3822	2661	5845	1765	3450	1609
STARD7	1096	4219	3009	4170	3891	3528
TMEM127	1408	2298	3384	1332	2970	2444
CIAO1	2344	3112	2574	1112	1350	2277
SNRNP200	1819	3380	2903	911	2238	1961
ITPRIPL1	183	173	267	121	115	109
NCAPH	3036	4863	5015	2967	1407	3831
NEURL3	4533	3374	2606	3195	1415	3630
ARID5A	5138	7727	6789	6123	3410	5140
KANSL3	1863	5048	4130	1561	2684	1122
FER1L5	6228	5892	3045	6880	4769	3543
LMAN2L	261	361	396	257	440	484
CNNM4	64	88	132	124	23	72
CNNM3	11644	5354	9569	6685	4986	5366
ANKRD23	251	136	182	79	285	183
ANKRD39	7096	6173	6820	2553	5185	3452
SEMA4C	184	146	343	174	433	162
FAM178B	19770	23599	21900	7156	18708	20109
FAHD2B	5472	5158	4908	4985	3531	2323
ANKRD36	2830	3293	2391	2566	1495	1981
ANKRD36B	939	837	1544	1140	882	535
COX5B	3849	4119	3514	3073	2631	4846
ACTR1B	3089	2576	3991	1149	1753	2497
LINC01125	7246	3998	5467	5104	4739	3924
ZAP70	1094	1333	311	687	606	714
TMEM131	4149	10799	5437	8761	8375	5081
VWA3B	1750	1734	2338	1723	2087	1969
CNGA3	7097	2356	7646	4050	1542	1918
INPP4A	698	364	138	870	371	332
COA5	1875	2017	2132	2510	2552	2158
UNC50	775	2187	871	1963	1394	757
MGAT4A	5828	5881	5463	4736	2793	1940
KIAA1211L	3994	2120	2109	1904	1191	1666
TSGA10	3899	3654	4736	3201	5341	4929
RP11-111H13.1	3139	4554	4718	2467	2186	2606
C2orf15	1343	1809	2633	1325	1621	1184
LIPT1	3869	3912	1835	2373	1531	2602
RP11-38C17.1	3670	5330	4125	3384	5307	1422
MITD1	4803	3469	5931	4151	3373	6473
MRPL30	1209	1525	1144	181	588	683
LYG2	5139	2037	4065	7172	10290	6545
LYG1	2072	1875	1382	2070	3211	1893
TXNDC9	2356	6778	10990	8823	5568	7974
EIF5B	1011	942	626	1192	448	1345
REV1	1160	1420	1261	932	443	2108
AFF3	162	99	153	174	162	110
LONRF2	1281	1733	2500	2025	2080	245
CHST10	6965	4881	5312	2674	3887	7373
NMS	359	419	353	244	193	260
PDCL3	676	377	466	363	304	223
NPAS2	529	612	431	424	779	907
RPL31	145	79	114	92	111	88
TBC1D8	7076	1112	1268	3677	1503	1984
CNOT11	1779	1862	4986	1884	2654	3968
RNF149	212	292	227	154	348	124
CREG2	7182	3741	6127	2408	3337	1877
RFX8	779	621	472	345	544	275
MAP4K4	6941	6469	11310	4866	6045	5400
IL1R2	1630	794	902	1169	436	971
IL1R1	921	928	477	150	252	433
IL1RL2	1912	2076	1599	1229	712	1369
IL1RL1	5408	14223	7163	2535	3081	7635
IL18R1	223	513	283	240	121	220
IL18RAP	1335	1689	2618	2112	503	2609
SLC9A4	5441	12757	5329	5929	8314	6396
SLC9A2	2256	5848	7096	7123	2197	2032
MFSD9	6363	4846	3400	2892	1499	5012
TMEM182	1605	764	1029	511	1637	711
POU3F3	718	1167	726	233	559	558
MRPS9	5642	3643	5279	2948	7124	6946
GPR45	2852	1770	1610	2011	1514	863
TGFBRAP1	1761	3974	1405	2404	3018	2616
C2orf49	2184	1553	778	1110	752	1295
FHL2	339	677	490	774	655	640
NCK2	4324	4933	2724	1959	2196	2938
C2orf40	144	20	87	73	56	117
UXS1	963	1313	2255	309	834	444
RGPD3	2021	2547	2431	1128	832	2187
ST6GAL2	902	1203	1641	2017	560	1381
RGPD4	391	471	442	339	216	600
SLC5A7	9	26	35	22	21	3
SULT1C3	8836	7108	23521	8518	9121	3433
SULT1C2	756	966	833	397	1277	983
SULT1C4	2530	1779	984	1580	981	1002
GCC2	106	55	71	66	63	36
LIMS1	605	1209	1584	770	688	1101
RANBP2	314	655	1026	636	732	761
CCDC138	5148	2246	8306	2360	3695	2195
EDAR	165	289	437	570	531	210
SH3RF3	122	240	359	327	174	318
AC109344.1	1133	2689	1519	1887	1216	1827
SEPT10	1098	2363	1121	2312	1624	1238
SOWAHC	1033	358	287	446	447	439
RGPD5	914	565	881	563	590	993
LIMS3	2613	1432	1138	1384	1283	1836
MALL	3536	3249	2269	998	2974	1652
NPHP1	10	31	39	22	38	18
LINC00116	4418	4266	10888	5100	2254	2973
AC108938.5	2800	1711	1575	2018	1634	1757
LIMS4	1805	1449	932	1397	3031	1309
RGPD6	9458	23357	8771	6520	4674	10515
BUB1	233	708	767	1403	348	747
ACOXL	1629	3130	2011	1535	2340	2911
BCL2L11	10434	10407	8460	7815	4288	10068
ANAPC1	471	751	401	387	481	746
MERTK	612	997	1273	558	271	793
TMEM87B	1031	583	712	378	884	807
FBLN7	650	615	956	564	928	989
ZC3H8	3403	5648	3323	2505	3792	3403
ZC3H6	5957	6602	9650	3501	3309	3339
RGPD8	1491	680	675	480	1458	951
TTL	3020	3469	2402	896	3741	1058
POLR1B	1959	2146	5826	8430	2420	6315
CHCHD5	7237	4285	3383	6265	4853	6676
SLC20A1	2989	2146	2955	4991	2933	3088
NT5DC4	3508	3818	3025	4318	3587	1575
CKAP2L	1820	2725	1659	1029	2073	1712
IL1A	4295	4582	4644	2210	1875	2386
IL1B	3575	1957	1237	3076	2924	2328
IL37	1977	3158	2202	2187	1166	1387
